roi,n,n_HC,n_AVH-,n_AVH+,diff_AVHneg_minus_AVHpos,se,t_stat,df,p_value,d_adj,d_adj_ci_lo,d_adj_ci_hi,contrast,sample,p_fdr_within_contrast
L_STS,69,24,22,23,-0.013138092376768759,0.05266982070484609,-0.24944251187777328,62.0,0.8038430752544969,-0.07776875594450151,-0.6888384589545162,0.5333009470655132,sentences_vs_baseline,full_n71,0.9769035537393368
R_STG_posterior,69,24,22,23,0.03311805311381462,0.06694560980732124,0.4947008953855671,62.0,0.622559785440823,0.1542330251132892,-0.45683667789672544,0.7653027281233039,sentences_vs_baseline,full_n71,0.9769035537393368
R_STG_anterior,69,24,22,23,-0.06677652213882283,0.043341569336766195,-1.5407038360786123,62.0,0.1284776324474385,-0.48034563037701417,-1.091415333387029,0.1307240726330004,sentences_vs_baseline,full_n71,0.9769035537393368
R_MTG,69,24,22,23,0.04928557034469548,0.045153751723109134,1.0915055441444466,62.0,0.2792740593636543,0.34029896361945483,-0.2707707393905598,0.9513686666294693,sentences_vs_baseline,full_n71,0.9769035537393368
R_IFG,69,24,22,23,-0.001828528513100166,0.04162239134556263,-0.0439313661226028,62.0,0.9651002971039397,-0.01369649329049138,-0.6247661963005059,0.5973732097195231,sentences_vs_baseline,full_n71,0.9769035537393368
L_Heschl,69,24,22,23,0.017167569818451953,0.04897500448642036,0.35053738123111605,62.0,0.7271236423033933,0.10928712930755427,-0.5017825737024604,0.7203568323175689,sentences_vs_baseline,full_n71,0.9769035537393368
R_Heschl,69,24,22,23,0.05330167345390725,0.04334401151778735,1.2297355871648732,62.0,0.22344228664903767,0.38339497960698216,-0.22767472340303246,0.9944646826169968,sentences_vs_baseline,full_n71,0.9769035537393368
L_STG_posterior,69,24,22,23,-0.029279615648027287,0.07009614123782666,-0.41770652607945336,62.0,0.6776047771457121,-0.13022847083505942,-0.7412981738450739,0.48084123217495517,reversed_vs_baseline,full_n71,0.8166181311495626
L_STG_anterior,69,24,22,23,-0.03413169568095441,0.05764527710275725,-0.592098735515001,62.0,0.5559376311184802,-0.18459877472640657,-0.7956684777364211,0.42647092828360805,reversed_vs_baseline,full_n71,0.8166181311495626
L_MTG,69,24,22,23,0.047997019305544175,0.06471765171252569,0.7416372200701259,62.0,0.4611073229821592,0.23122042643337992,-0.37984927657663464,0.8422901294433944,reversed_vs_baseline,full_n71,0.8166181311495626
L_IFG_triangularis,69,24,22,23,-0.0495063694180618,0.044284614982833384,-1.1179135109846297,62.0,0.2679169986419963,-0.3485321822185002,-0.9596018852285149,0.26253752079151443,reversed_vs_baseline,full_n71,0.8166181311495626
L_IFG_opercularis,69,24,22,23,0.007489796231166412,0.03672052240891792,0.20396758378762733,62.0,0.8390468631525029,0.06359102594325292,-0.5474786770667617,0.6746607289532675,reversed_vs_baseline,full_n71,0.8390468631525029
L_STS,69,24,22,23,0.028829475507773133,0.054529952319078,0.5286906421461655,62.0,0.5989076747510361,0.1648300171838935,-0.4462396858261211,0.7758997201939082,reversed_vs_baseline,full_n71,0.8166181311495626
R_STG_posterior,69,24,22,23,-0.024087929100466227,0.07481670318430553,-0.3219592427258838,62.0,0.7485666202204324,-0.10037731573154847,-0.711447018741563,0.510692387278466,reversed_vs_baseline,full_n71,0.8166181311495626
R_STG_anterior,69,24,22,23,-0.08564716161196725,0.04758496190347494,-1.7998787471071356,62.0,0.07674543714683738,-0.5611486589024461,-1.1722183619124609,0.049921044107568396,reversed_vs_baseline,full_n71,0.8166181311495626
R_MTG,69,24,22,23,0.02080648469318161,0.05363713919791846,0.3879119021692541,62.0,0.6994099002791326,0.12093939329215099,-0.4901303097178636,0.7320090963021656,reversed_vs_baseline,full_n71,0.8166181311495626
R_IFG,69,24,22,23,-0.04918577176888299,0.04878311351116348,-1.0082540499926753,62.0,0.3172513552564256,-0.3143436239222799,-0.9254133269322945,0.2967260790877347,reversed_vs_baseline,full_n71,0.8166181311495626
L_Heschl,69,24,22,23,-0.05286407397042696,0.05968584048984506,-0.8857054459913528,62.0,0.37919867958398795,-0.276136614202188,-0.8872063172122027,0.33493308880782663,reversed_vs_baseline,full_n71,0.8166181311495626
R_Heschl,69,24,22,23,-0.04152847145611345,0.05299003600905677,-0.7837034013152138,62.0,0.43619792662003537,-0.24433541055593164,-0.8554051135659462,0.366734292454083,reversed_vs_baseline,full_n71,0.8166181311495626
L_STG_posterior,69,24,22,23,0.01988742217869182,0.046504198790888664,0.42764788332593023,62.0,0.6703892267889515,0.1333278903351212,-0.47774181267489346,0.7443975933451358,words_vs_reversed,full_n71,0.9125510757113874
L_STG_anterior,69,24,22,23,-0.028178219748097894,0.039129703061429336,-0.7201235262087521,62.0,0.4741551169763355,-0.22451309657699312,-0.8355827995870077,0.38655660643302137,words_vs_reversed,full_n71,0.9125510757113874
L_MTG,69,24,22,23,-0.04169359665867556,0.038154399874729475,-1.0927598598213093,62.0,0.2787271508872739,-0.340690021939935,-0.9517597249499496,0.2703796810700796,words_vs_reversed,full_n71,0.9125510757113874
L_IFG_triangularis,69,24,22,23,-0.024268983942252898,0.030618453289068998,-0.792626058316182,62.0,0.4310183243981533,-0.2471172296190142,-0.8581869326290288,0.3639524733910003,words_vs_reversed,full_n71,0.9125510757113874
L_IFG_opercularis,69,24,22,23,0.021000267023189887,0.02321316032724047,0.9046707439721695,62.0,0.36914186797067217,0.28204943002087884,-0.3290202729891357,0.8931191330308935,words_vs_reversed,full_n71,0.9125510757113874
L_STS,69,24,22,23,-0.036204614464387455,0.03482255293231546,-1.0396886906815335,62.0,0.3025221793005177,-0.3241440099171611,-0.9352137129271757,0.2869256930928536,words_vs_reversed,full_n71,0.9125510757113874
R_STG_posterior,69,24,22,23,-0.013450984278974398,0.05322885790106019,-0.2527009747978547,62.0,0.8013352369997813,-0.07878464776533992,-0.6898543507753545,0.5322850552446747,words_vs_reversed,full_n71,0.9125510757113874
R_STG_anterior,69,24,22,23,0.006788036188135754,0.03275519168682966,0.207235428601235,62.0,0.8365051527354384,0.06460984275944376,-0.5464598602505709,0.6756795457694584,words_vs_reversed,full_n71,0.9125510757113874
R_MTG,69,24,22,23,-0.017226430024777584,0.037121599587065644,-0.46405408755014493,62.0,0.6442342792272076,-0.1446782619693114,-0.755747964979326,0.4663914410407032,words_vs_reversed,full_n71,0.9125510757113874
R_IFG,69,24,22,23,0.002523909274553245,0.02693828050791672,0.0936922931592278,62.0,0.9256557146728653,0.029210470283232936,-0.5818592327267817,0.6402801732932476,words_vs_reversed,full_n71,0.9256557146728653
L_Heschl,69,24,22,23,-0.014882286550346055,0.03920453369778208,-0.37960626352732235,62.0,0.7055348728366029,-0.11834994220121542,-0.72941964521123,0.49271976080879915,words_vs_reversed,full_n71,0.9125510757113874
R_Heschl,69,24,22,23,0.008342488516955161,0.0345570621935606,0.24141197160300593,62.0,0.8100324721165062,0.07526507234209741,-0.5358046306679172,0.6863347753521121,words_vs_reversed,full_n71,0.9125510757113874
L_STG_posterior,69,24,22,23,-0.0518651088114617,0.04703214538732066,-1.102758727766732,62.0,0.27439411909394834,-0.34380737156536656,-0.9548770745753812,0.26726233144464806,sentences_vs_reversed,full_n71,0.6232799782876547
L_STG_anterior,69,24,22,23,-0.08499387758817548,0.04383357929791897,-1.9390129428059417,62.0,0.057054293425711486,-0.6045265628025518,-1.2155962658125663,0.0065431402074628804,sentences_vs_reversed,full_n71,0.22821717370284594
L_MTG,69,24,22,23,-0.14821706137218799,0.05119623607060413,-2.895077309351093,62.0,0.005227917704483702,-0.9025989957225533,-1.593839936532857,-0.3770773573631593,sentences_vs_reversed,full_n71,0.05378324776162505
L_IFG_triangularis,69,24,22,23,-0.0289213143513577,0.03639132780073965,-0.7947309455075688,62.0,0.4298017847795978,-0.24777347083886644,-0.8588431738488811,0.36329623217114826,sentences_vs_reversed,full_n71,0.6447026771693968
L_IFG_opercularis,69,24,22,23,-0.027124884186755023,0.02659013203891388,-1.0201109248746318,62.0,0.31163998914382735,-0.3180402448471493,-0.9291099478571639,0.29302945816286524,sentences_vs_reversed,full_n71,0.6232799782876547
L_STS,69,24,22,23,-0.11143436088677719,0.04129576766702106,-2.698445075178226,62.0,0.008963874626937507,-0.8412949136112219,-1.4563648256655686,-0.3789192196600544,sentences_vs_reversed,full_n71,0.05378324776162505
R_STG_posterior,69,24,22,23,-0.008988512570498389,0.046344302539093156,-0.19395075722449898,62.0,0.8468485005923937,-0.060468077354970444,-0.6715377803649851,0.5506016256550442,sentences_vs_reversed,full_n71,0.8468485005923937
R_STG_anterior,69,24,22,23,-0.02078213856686601,0.03192645415410678,-0.6509378857593163,62.0,0.5174918823961565,-0.2029430716984246,-0.8140127747084392,0.40812663131158994,sentences_vs_reversed,full_n71,0.6899891765282087
R_MTG,69,24,22,23,-0.05625711693410563,0.04246860824256977,-1.3246753134168996,62.0,0.19014088424767733,-0.4129943624256953,-1.0240640654357098,0.19807534058431928,sentences_vs_reversed,full_n71,0.570422652743032
R_IFG,69,24,22,23,-0.026202828948193962,0.031827053452619006,-0.8232879297859653,62.0,0.41349985179410553,-0.25667668915614267,-0.8677463921661573,0.35439301385387195,sentences_vs_reversed,full_n71,0.6447026771693968
L_Heschl,69,24,22,23,-0.011092660867856131,0.04406171046738368,-0.2517528427787065,62.0,0.8020647408129263,-0.07848904840240363,-0.6895587514124182,0.5325806546076111,sentences_vs_reversed,full_n71,0.8468485005923937
R_Heschl,69,24,22,23,0.010403027456463043,0.03784121259412089,0.27491263475207145,62.0,0.7842974069859209,0.0857095826896168,-0.5253601203203977,0.6967792856996313,sentences_vs_reversed,full_n71,0.8468485005923937
L_STG_posterior,69,24,22,23,0.020529029982886665,0.04080960418940532,0.5030440846132063,62.0,0.6167157058628204,0.15683418335996763,-0.4542355196500469,0.7679038863699822,speech_vs_reversed,full_n71,0.6846419713139019
L_STG_anterior,69,24,22,23,-0.027023492529785913,0.03629403799445728,-0.7445711203011597,62.0,0.45934400731361374,-0.23213512926135893,-0.8432048322713735,0.37893457374865575,speech_vs_reversed,full_n71,0.6846419713139019
L_MTG,69,24,22,23,-0.054366119759444595,0.040168926334856,-1.3534372142844453,62.0,0.18082999241374223,-0.42196146764056003,-1.0330311706505748,0.18910823536945465,speech_vs_reversed,full_n71,0.6846419713139019
L_IFG_triangularis,69,24,22,23,0.014073480915072666,0.027553817444351744,0.5107633794662303,62.0,0.6113306933485018,0.15924082989735752,-0.451828873112657,0.7703105329073722,speech_vs_reversed,full_n71,0.6846419713139019
L_IFG_opercularis,69,24,22,23,0.02321872420116485,0.021589485341652035,1.0754644603023291,62.0,0.2863342437598245,0.33529783079324993,-0.2757718722167647,0.9463675338032644,speech_vs_reversed,full_n71,0.6846419713139019
L_STS,69,24,22,23,-0.03668432895625363,0.035169621559061524,-1.0430686294036007,62.0,0.30096664828093606,-0.32519777427995983,-0.9362674772899743,0.28587192873005474,speech_vs_reversed,full_n71,0.6846419713139019
R_STG_posterior,69,24,22,23,0.022509837529683996,0.0461693283636388,0.48754959899767314,62.0,0.6275884737044101,0.1520034636031428,-0.45906623940687186,0.7630731666131575,speech_vs_reversed,full_n71,0.6846419713139019
R_STG_anterior,69,24,22,23,0.01614245258024407,0.028190462276224387,0.5726210667307321,62.0,0.5689721072366288,0.1785262169308297,-0.4325434860791849,0.7895959199408443,speech_vs_reversed,full_n71,0.6846419713139019
R_MTG,69,24,22,23,-0.004904310158097478,0.035837639488085236,-0.1368480242603029,62.0,0.8915943405165566,-0.04266514364400539,-0.6537348466540199,0.5684045593660092,speech_vs_reversed,full_n71,0.8915943405165566
R_IFG,69,24,22,23,0.02787621284135206,0.028252404846357368,0.986684602353282,62.0,0.3276322985810287,0.30761891169621147,-0.30345079131380315,0.9186886147062261,speech_vs_reversed,full_n71,0.6846419713139019
L_Heschl,69,24,22,23,0.02006943420893849,0.03597787808937373,0.5578270669293893,62.0,0.5789711893623263,0.17391388781606604,-0.4371558151939485,0.7849835908260806,speech_vs_reversed,full_n71,0.6846419713139019
R_Heschl,69,24,22,23,0.04050418644787115,0.031409501409208014,1.289552034595396,62.0,0.201996148746422,0.4020439687735554,-0.20902573423645918,1.01311367178357,speech_vs_reversed,full_n71,0.6846419713139019
L_STG_posterior,69,24,22,23,0.030331333685608752,0.043722893503448206,0.6937174385134568,62.0,0.4904504123409659,0.21628046383943172,-0.39478923917058295,0.8273501668494464,words_vs_sentences,full_n71,0.6858440498663073
L_STG_anterior,69,24,22,23,0.02514987766401381,0.03835027687058647,0.6557939007554604,62.0,0.5143830373997305,0.20445703274000926,-0.4066126702700053,0.8155267357500238,words_vs_sentences,full_n71,0.6858440498663073
L_MTG,69,24,22,23,0.09024906002757269,0.04494294974781668,2.0080804783392523,62.0,0.048996677407719194,0.6260597660811097,0.014990063071095024,1.2371294690911245,words_vs_sentences,full_n71,0.5879601288926304
L_IFG_triangularis,69,24,22,23,-0.03416360356880923,0.03808735726681936,-0.8969801535317234,62.0,0.37319934368508345,-0.2796517326655651,-0.8907214356755797,0.33141797034444953,words_vs_sentences,full_n71,0.6858440498663073
L_IFG_opercularis,69,24,22,23,0.008632246651017042,0.03358308201204696,0.25704152608508274,62.0,0.7979978408047406,0.08013790255410838,-0.5309318004559062,0.6912076055641229,words_vs_sentences,full_n71,0.870543099059717
L_STS,69,24,22,23,0.06253835376580306,0.037279503269843826,1.6775533008883103,62.0,0.09846920733959749,0.5230112231414741,-0.08805847986854036,1.1340809261514886,words_vs_sentences,full_n71,0.590815244037585
R_STG_posterior,69,24,22,23,-0.016743421046655164,0.04161471538439182,-0.4023437597012863,62.0,0.6888148713812342,-0.12543881721867228,-0.7365085202286868,0.48563088579134234,words_vs_sentences,full_n71,0.826577845657481
R_STG_anterior,69,24,22,23,0.03232397175260345,0.03887017362694284,0.8315880464757716,62.0,0.4088329114953287,0.2592644186666469,-0.35180528434336766,0.8703341216766615,words_vs_sentences,full_n71,0.6858440498663073
R_MTG,69,24,22,23,0.044594804306202676,0.04294085803960188,1.0385168425157096,62.0,0.30306276931149667,0.3237786625137617,-0.287291040496253,0.9348483655237763,words_vs_sentences,full_n71,0.6858440498663073
R_IFG,69,24,22,23,0.037669982486889006,0.03431701407952488,1.0977057152931224,62.0,0.2765779282193393,0.34223199256967546,-0.2688377104403391,0.95330169557969,words_vs_sentences,full_n71,0.6858440498663073
L_Heschl,69,24,22,23,-0.040111155030914794,0.0403123449080109,-0.9950092241581281,62.0,0.3235993572399413,-0.3102142811727206,-0.9212839841827352,0.300855421837294,words_vs_sentences,full_n71,0.6858440498663073
R_Heschl,69,24,22,23,-0.004279220194110452,0.03622206355726653,-0.11813849830352902,62.0,0.9063398343773785,-0.03683206993489111,-0.6479017729449056,0.5742376330751233,words_vs_sentences,full_n71,0.9063398343773785
L_STG_posterior,65,22,20,23,0.038828165674046934,0.05612255867799184,0.6918459633465213,58.0,0.4917944391659081,0.22032364983998287,-0.4038533730301727,0.8445006727101384,words_vs_baseline,clean_n67,0.9123631774776304
L_STG_anterior,65,22,20,23,-0.012136671215871711,0.05504333277332829,-0.22049302984343705,58.0,0.8262615133897664,-0.07021769537311065,-0.694394718243266,0.5539593274970448,words_vs_baseline,clean_n67,0.982146648531231
L_MTG,65,22,20,23,0.055536387351737035,0.06513295897004032,0.852661820220428,58.0,0.39735426992219963,0.27153669207154824,-0.3526403307986072,0.8957137149417037,words_vs_baseline,clean_n67,0.9123631774776304
L_IFG_triangularis,65,22,20,23,-0.0055586847900188155,0.044175897487668404,-0.12583071552922062,58.0,0.9003010944869617,-0.04007175581869917,-0.6642487786888546,0.5841052670514564,words_vs_baseline,clean_n67,0.982146648531231
L_IFG_opercularis,65,22,20,23,0.04287781465547217,0.03820294917454966,1.1223692301754769,58.0,0.26633036074473976,0.3574270840061211,-0.2667499388640343,0.9816041068762766,words_vs_baseline,clean_n67,0.9123631774776304
L_STS,65,22,20,23,0.036500002876123504,0.05808445981519672,0.6283953228153111,58.0,0.5322118535286178,0.2001173070308118,-0.4240597158393436,0.8242943299009673,words_vs_baseline,clean_n67,0.9123631774776304
R_STG_posterior,65,22,20,23,0.017204004926558998,0.0658954479030653,0.26108032457517766,58.0,0.7949553841931879,0.08314303047107566,-0.5410339923990799,0.7073200533412312,words_vs_baseline,clean_n67,0.982146648531231
R_STG_anterior,65,22,20,23,-0.03734663608676267,0.04701836293106276,-0.7942989453188629,58.0,0.43025948801496106,-0.25295058722348585,-0.8771276100936414,0.3712264356466697,words_vs_baseline,clean_n67,0.9123631774776304
R_MTG,65,22,20,23,0.05389281382025779,0.05234328830740814,1.0296031365807474,58.0,0.3074709514837155,0.3278850104738495,-0.29629201239630587,0.9520620333440049,words_vs_baseline,clean_n67,0.9123631774776304
R_IFG,65,22,20,23,-0.0008799369210564546,0.043954120882668715,-0.020019440802953637,58.0,0.9840965763241466,-0.006375344367302507,-0.6305523672374579,0.617801678502853,words_vs_baseline,clean_n67,0.9840965763241466
L_Heschl,65,22,20,23,-0.0216519636863398,0.05625138273790779,-0.3849143369012429,58.0,0.7017087813807851,-0.12257892085053972,-0.7467559437206952,0.5015981020196157,words_vs_baseline,clean_n67,0.982146648531231
R_Heschl,65,22,20,23,0.036322935694476956,0.04656900954107745,0.7799808510515418,58.0,0.4385736055298127,0.2483908803597355,-0.3757861425104201,0.8725679032298911,words_vs_baseline,clean_n67,0.9123631774776304
L_STG_posterior,65,22,20,23,-0.0018655256880522539,0.05316039633468033,-0.035092396157235535,58.0,0.9721265611367474,-0.011175442530001715,-0.6353524654001572,0.6130015803401538,sentences_vs_baseline,clean_n67,0.9721265611367474
L_STG_anterior,65,22,20,23,-0.022975492473597113,0.04948734387785756,-0.4642700673187106,58.0,0.6441922609818773,-0.14785036144220381,-0.7720273843123593,0.4763266614279517,sentences_vs_baseline,clean_n67,0.9721265611367474
L_MTG,65,22,20,23,-0.006756369331212441,0.059395855291889565,-0.1137515285874672,58.0,0.9098276055555233,-0.03622504615339523,-0.6604020690235507,0.5879519767167601,sentences_vs_baseline,clean_n67,0.9721265611367474
L_IFG_triangularis,65,22,20,23,0.00641905180083374,0.039012311876062244,0.16453912860192316,58.0,0.8698788425256392,0.052398746651223495,-0.571778276218932,0.676575769521379,sentences_vs_baseline,clean_n67,0.9721265611367474
L_IFG_opercularis,65,22,20,23,0.024769650397002456,0.031769077524879376,0.7796779864824389,58.0,0.43875048792496807,0.24829443081632963,-0.37588259205382585,0.8724714536864852,sentences_vs_baseline,clean_n67,0.9721265611367474
L_STS,65,22,20,23,-0.005329422502320928,0.052424336946884094,-0.10165932108441648,58.0,0.9193777281269133,-0.03237418999054709,-0.6565512128607026,0.5918028328796083,sentences_vs_baseline,clean_n67,0.9721265611367474
R_STG_posterior,65,22,20,23,0.024102409665854377,0.0694171418118558,0.34721120802092587,58.0,0.7296894086725563,0.11057207047431213,-0.5136049523958434,0.7347490933444676,sentences_vs_baseline,clean_n67,0.9721265611367474
R_STG_anterior,65,22,20,23,-0.07782165144885048,0.043814503267019834,-1.7761619017926558,58.0,0.08095154462117722,-0.5656323714267006,-1.189809394296856,0.05854465144345483,sentences_vs_baseline,clean_n67,0.9714185354541267
R_MTG,65,22,20,23,0.04683277749389209,0.04667442701889882,1.003392660287595,58.0,0.31983934806395653,0.31953808340207984,-0.3046389394680757,0.9437151062722353,sentences_vs_baseline,clean_n67,0.9721265611367474
R_IFG,65,22,20,23,0.008686445810744478,0.04047918771761744,0.21459041795356837,58.0,0.8308393736861007,0.0683379633748575,-0.5558390594952981,0.6925149862450131,sentences_vs_baseline,clean_n67,0.9721265611367474
L_Heschl,65,22,20,23,0.019474966503392515,0.04850794336204575,0.4014799464499743,58.0,0.6895422669629795,0.12785436618225227,-0.49632265668790326,0.7520313890524079,sentences_vs_baseline,clean_n67,0.9721265611367474
R_Heschl,65,22,20,23,0.04738522834704012,0.04381495978212111,1.0814851498819786,58.0,0.2839575604193106,0.34440723527123335,-0.2797697875989221,0.9685842581413888,sentences_vs_baseline,clean_n67,0.9721265611367474
L_STG_posterior,65,22,20,23,-0.02653384523979968,0.07161467006219668,-0.37050851755311137,58.0,0.7123533477178511,-0.11799127726241622,-0.7421683001325717,0.5061857456077392,reversed_vs_baseline,clean_n67,0.7771127429649285
L_STG_anterior,65,22,20,23,-0.022532709029943927,0.056230849767725084,-0.40071791770924053,58.0,0.6901001609563727,-0.12761169228902128,-0.7517887151591769,0.49656533058113417,reversed_vs_baseline,clean_n67,0.7771127429649285
L_MTG,65,22,20,23,0.05249996325781615,0.06710759883595753,0.7823251638931487,58.0,0.4372058766047089,0.24913744475266936,-0.3750395781174861,0.8733144676228247,reversed_vs_baseline,clean_n67,0.7771127429649285
L_IFG_triangularis,65,22,20,23,-0.03827635416084095,0.04260136032802677,-0.8984772755169401,58.0,0.3726460331750875,-0.2861269749738021,-0.9103039978439575,0.33805004789635335,reversed_vs_baseline,clean_n67,0.7771127429649285
L_IFG_opercularis,65,22,20,23,0.006309035381799815,0.03792315738002575,0.16636366319864507,58.0,0.868449372825742,0.05297978367811404,-0.5711972391920414,0.6771568065482696,reversed_vs_baseline,clean_n67,0.868449372825742
L_STS,65,22,20,23,0.034876111743735116,0.056558104028560756,0.616642165482127,58.0,0.5398837739811064,0.19637442399328559,-0.42780259887686983,0.8205514468634411,reversed_vs_baseline,clean_n67,0.7771127429649285
R_STG_posterior,65,22,20,23,-0.03686503146356253,0.07856833927587009,-0.4692097580696162,58.0,0.6406787811374581,-0.14942344382322395,-0.7736004666933795,0.47475357904693155,reversed_vs_baseline,clean_n67,0.7771127429649285
R_STG_anterior,65,22,20,23,-0.08601201754565307,0.047849860166209034,-1.7975395799880243,58.0,0.07745608017045601,-0.5724402569021401,-1.1966172797722954,0.0517367659680153,reversed_vs_baseline,clean_n67,0.7771127429649285
R_MTG,65,22,20,23,0.032537786044672994,0.05523965602338905,0.5890294832917886,58.0,0.5581287920525468,0.18758095370602787,-0.4365960691641276,0.8117579765761833,reversed_vs_baseline,clean_n67,0.7771127429649285
R_IFG,65,22,20,23,-0.03511569418700795,0.049200251128157124,-0.713729978644588,58.0,0.4782565073788481,-0.2272927822467135,-0.8514698051168689,0.3968842406234419,reversed_vs_baseline,clean_n67,0.7771127429649285
L_Heschl,65,22,20,23,-0.05403955975147285,0.05928841065468405,-0.9114691919508131,58.0,0.36582104995890197,-0.29026435034169634,-0.9144413732118518,0.3339126725284591,reversed_vs_baseline,clean_n67,0.7771127429649285
R_Heschl,65,22,20,23,-0.04323237014135959,0.05452871003934802,-0.7928368397155009,58.0,0.43110416465646395,-0.252484968487451,-0.8766619913576066,0.3716920543827044,reversed_vs_baseline,clean_n67,0.7771127429649285
L_STG_posterior,65,22,20,23,0.022765587597838234,0.046313852278602304,0.4915502917116717,58.0,0.6248924214065494,0.1565379579956876,-0.46763906487446777,0.7807149808658431,words_vs_reversed,clean_n67,0.9028735998809796
L_STG_anterior,65,22,20,23,-0.028358336808560633,0.038298583371022724,-0.7404539362157445,58.0,0.46201167662587106,-0.2358032313671589,-0.8599802542373144,0.3883737915029966,words_vs_reversed,clean_n67,0.9028735998809796
L_MTG,65,22,20,23,-0.0384419002307381,0.04000166458242051,-0.9610075138631138,58.0,0.34053776729898405,-0.30604020865251425,-0.9302172315226697,0.3181368142176411,words_vs_reversed,clean_n67,0.9028735998809796
L_IFG_triangularis,65,22,20,23,-0.02517218163859909,0.03199373385738986,-0.7867847419998732,58.0,0.4346110168996391,-0.25055763158221644,-0.8747346544523721,0.37361939128793903,words_vs_reversed,clean_n67,0.9028735998809796
L_IFG_opercularis,65,22,20,23,0.018257944294789684,0.02435115026145861,0.7497774888969887,58.0,0.4564193310136019,0.23877238818101193,-0.3854046346891435,0.8629494110511673,words_vs_reversed,clean_n67,0.9028735998809796
